OBJECTNUMMER;Soort;Prijs_per_gebruik;Dagen_geopend;Openingstijden;Omschrijving;Foto;SELECTIE;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
389;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.8671186,52.3581967)";"POINT(52.3581967,4.8671186)";4.8671186;52.3581967;
390;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.8582244,52.3549214)";"POINT(52.3549214,4.8582244)";4.8582244;52.3549214;
391;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.9337938,52.3773933)";"POINT(52.3773933,4.9337938)";4.9337938;52.3773933;
392;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.9337697,52.3773737)";"POINT(52.3773737,4.9337697)";4.9337697;52.3773737;
393;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.9162185,52.3400519)";"POINT(52.3400519,4.9162185)";4.9162185;52.3400519;
394;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.9163527,52.3401076)";"POINT(52.3401076,4.9163527)";4.9163527;52.3401076;
395;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.9165136,52.3401666)";"POINT(52.3401666,4.9165136)";4.9165136;52.3401666;
396;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.9164251,52.3401322)";"POINT(52.3401322,4.9164251)";4.9164251;52.3401322;
397;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.9120394,52.3499562)";"POINT(52.3499562,4.9120394)";4.9120394;52.3499562;
398;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.912152,52.3497923)";"POINT(52.3497923,4.912152)";4.912152;52.3497923;
399;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.9122047,52.3496966)";"POINT(52.3496966,4.9122047)";4.9122047;52.3496966;
400;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.9121404,52.3498604)";"POINT(52.3498604,4.9121404)";4.9121404;52.3498604;
401;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.8238065,52.3717156)";"POINT(52.3717156,4.8238065)";4.8238065;52.3717156;
402;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.8120025,52.3339016)";"POINT(52.3339016,4.8120025)";4.8120025;52.3339016;
403;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.8120297,52.333877)";"POINT(52.333877,4.8120297)";4.8120297;52.333877;
404;"Onzeker";0;"";"";"Seizoenstoilet (Eco Toilet), onzeker of het er  staat in zomer 2020 vanwege corona";"";"ONZEKER";"POINT(4.7767584,52.3796514)";"POINT(52.3796514,4.7767584)";4.7767584;52.3796514;
405;"Onzeker";0;"";"";"Seizoenstoilet (Eco Toilet), onzeker of het er  staat in zomer 2020 vanwege corona";"";"ONZEKER";"POINT(4.7768014,52.3795401)";"POINT(52.3795401,4.7768014)";4.7768014;52.3795401;
406;"Openbaar toilet (m/v)";0;"";"Geopend tijdens openingstijden kinderboerderij";"Toilet bij de kinderboerderij, openbaar toegankelijk, in beheer bij de gemeente.";"";"OPENBAAR";"POINT(4.8150437,52.3716071)";"POINT(52.3716071,4.8150437)";4.8150437;52.3716071;
407;"Openbaar toilet, toegankelijk voor mindervaliden (m/v)";0;"di";"";"Tijdelijk rolstoeltoegankelijk toilet";"";"TOEGANG";"POINT(4.9093335,52.3675733)";"POINT(52.3675733,4.9093335)";4.9093335;52.3675733;
409;"Openbaar toilet, toegankelijk voor mindervaliden (m/v)";0;"";"";"Tijdelijk rolstoeltoegankelijk toilet";"Beatrixpark.jpg";"TOEGANG";"POINT(4.8790709,52.3417525)";"POINT(52.3417525,4.8790709)";4.8790709;52.3417525;
410;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.881282,52.343228)";"POINT(52.343228,4.881282)";4.881282;52.343228;
411;"Openbaar toilet, toegankelijk voor mindervaliden (m/v)";0;"";"";"Tijdelijk rolstoeltoegankelijk toilet";"Sloterstrand.jpg";"TOEGANG";"POINT(4.8219617,52.3723587)";"POINT(52.3723587,4.8219617)";4.8219617;52.3723587;
412;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.8102673,52.3671444)";"POINT(52.3671444,4.8102673)";4.8102673;52.3671444;
413;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.8481322,52.3684165)";"POINT(52.3684165,4.8481322)";4.8481322;52.3684165;
414;"Openbaar toilet, toegankelijk voor mindervaliden (m/v)";0;"";"";"Tijdelijk rolstoeltoegankelijk toilet";"Rembrandtpark.jpg";"TOEGANG";"POINT(4.8477889,52.3649444)";"POINT(52.3649444,4.8477889)";4.8477889;52.3649444;
415;"Openbaar toilet, toegankelijk voor mindervaliden (m/v)";0;"";"";"Tijdelijk rolstoeltoegankelijk toilet";"Erasmuspark.jpg";"TOEGANG";"POINT(4.8523472,52.3740599)";"POINT(52.3740599,4.8523472)";4.8523472;52.3740599;
416;"Openbaar toilet, toegankelijk voor mindervaliden (m/v)";0;"";"";"Tijdelijk rolstoeltoegankelijk toilet";"Flevopark.jpg";"TOEGANG";"POINT(4.950016,52.3603119)";"POINT(52.3603119,4.950016)";4.950016;52.3603119;
417;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.9504135,52.3630482)";"POINT(52.3630482,4.9504135)";4.9504135;52.3630482;
418;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.9208783,52.3594314)";"POINT(52.3594314,4.9208783)";4.9208783;52.3594314;
419;"Openbaar toilet, toegankelijk voor mindervaliden (m/v)";0;"";"";"Tijdelijk rolstoeltoegankelijk toilet";"Oosterpark.jpg";"TOEGANG";"POINT(4.9204759,52.3617279)";"POINT(52.3617279,4.9204759)";4.9204759;52.3617279;
420;"Openbaar toilet, toegankelijk voor mindervaliden (m/v)";0;"";"";"Tijdelijk rolstoeltoegankelijk toilet";"";"TOEGANG";"POINT(4.9785348,52.303735)";"POINT(52.303735,4.9785348)";4.9785348;52.303735;
421;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.9877472,52.3087494)";"POINT(52.3087494,4.9877472)";4.9877472;52.3087494;
422;"Openbaar toilet, toegankelijk voor mindervaliden (m/v)";0;"";"";"Tijdelijk rolstoeltoegankelijk toilet";"";"TOEGANG";"POINT(4.9617684,52.3155509)";"POINT(52.3155509,4.9617684)";4.9617684;52.3155509;
423;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.9620474,52.3107628)";"POINT(52.3107628,4.9620474)";4.9620474;52.3107628;
424;"Seizoen (m/v)";0;"";"";"";"";"SEIZOEN";"POINT(4.921352,52.3962084)";"POINT(52.3962084,4.921352)";4.921352;52.3962084;
426;"Openbaar toilet, toegankelijk voor mindervaliden (m/v)";0;"";"";"Tijdelijk rolstoeltoegankelijk toilet";"Noorderpark.png";"TOEGANG";"POINT(4.9239775,52.3911474)";"POINT(52.3911474,4.9239775)";4.9239775;52.3911474;
427;"Openbaar toilet, toegankelijk voor mindervaliden (m/v)";0;"di - do - ma - vr - wo - za - zo";"Maandag t/m vrijdag: 9:00 - 17:00 Zaterdag en zondag: 12:00 - 17:00";"Stadsarchief de Bazel";"";"TOEGANG";"POINT(4.8922497,52.3645568)";"POINT(52.3645568,4.8922497)";4.8922497;52.3645568;
428;"Openbaar toilet, toegankelijk voor mindervaliden (m/v)";0;"di - do - ma - vr - wo";"Maandag t/m donderdag 9:00 - 18:00 Vrijdag 09:00 - 18:00";"GGD Amsterdam";"";"TOEGANG";"POINT(4.9085199,52.3624259)";"POINT(52.3624259,4.9085199)";4.9085199;52.3624259;

